week,date,match,actual,odds,correct,confidence,pin_prob_d,home_gf5,away_gf5,form_gap,home_dr10,away_dr10
2022-01-10/2022-01-16,2022-01-11,Southampton vs Brentford,H,3.37,False,8.7,0.29,1.4,1.2,-1,0.4,0.2
2022-01-10/2022-01-16,2022-01-16,Bielefeld vs Greuther Furth,D,3.42,True,7.1,0.28,1.4,0.4,3,0.3,0.2
2022-01-10/2022-01-16,2022-01-15,Sampdoria vs Torino,A,3.25,False,6.6,0.3,1.2,1.2,-3,0.2,0.2
2022-01-17/2022-01-23,2022-01-23,Vallecano vs Ath Bilbao,A,2.8,False,18.3,0.35,0.8,1.4,0,0.3,0.5
2022-01-17/2022-01-23,2022-01-20,Getafe vs Granada,H,3.15,False,13.5,0.31,0.6,1.6,-1,0.4,0.4
2022-01-17/2022-01-23,2022-01-19,Celta vs Osasuna,H,3.42,False,12.4,0.28,1.2,1.0,2,0.4,0.4
2022-01-17/2022-01-23,2022-01-23,Leicester vs Brighton,D,3.36,True,11.5,0.29,2.2,1.6,-3,0.2,0.6
2022-01-17/2022-01-23,2022-01-22,Genoa vs Udinese,D,3.33,True,8.7,0.29,0.4,1.6,-2,0.3,0.3
2022-01-17/2022-01-23,2022-01-22,Freiburg vs Stuttgart,H,3.42,False,6.2,0.28,1.2,0.4,1,0.2,0.2
2022-01-31/2022-02-06,2022-02-05,Osasuna vs Sevilla,D,3.04,True,13.5,0.32,1.0,1.2,-3,0.3,0.4
2022-01-31/2022-02-06,2022-02-06,Valencia vs Sociedad,D,3.27,True,11.8,0.3,1.8,0.6,-1,0.4,0.4
2022-01-31/2022-02-06,2022-02-05,Mainz vs Hoffenheim,H,3.33,False,5.8,0.29,1.4,1.8,1,0.2,0.2
2022-02-07/2022-02-13,2022-02-13,Alaves vs Valencia,H,3.33,False,12.4,0.29,0.4,1.0,0,0.3,0.4
2022-02-07/2022-02-13,2022-02-12,Greuther Furth vs Hertha,H,3.38,False,11.2,0.29,1.0,1.2,1,0.3,0.4
2022-02-07/2022-02-13,2022-02-12,Vallecano vs Osasuna,A,3.22,False,11.0,0.3,0.6,1.0,-3,0.2,0.4
2022-02-07/2022-02-13,2022-02-13,Newcastle vs Aston Villa,H,3.48,False,7.0,0.28,1.2,1.6,3,0.3,0.2
2022-02-07/2022-02-13,2022-02-09,Norwich vs Crystal Palace,D,3.38,True,5.8,0.29,1.0,1.4,2,0.2,0.2
2022-02-14/2022-02-20,2022-02-19,Cadiz vs Getafe,D,2.95,True,15.9,0.33,1.0,2.0,-2,0.4,0.4
2022-02-14/2022-02-20,2022-02-20,Venezia vs Genoa,D,3.26,True,14.5,0.3,0.8,0.2,1,0.3,0.5
2022-02-14/2022-02-20,2022-02-20,Ath Bilbao vs Sociedad,H,2.89,False,14.2,0.34,1.6,0.8,1,0.3,0.4
2022-02-14/2022-02-20,2022-02-19,Augsburg vs Freiburg,A,3.45,False,9.9,0.28,1.4,1.2,-1,0.4,0.3
2022-02-14/2022-02-20,2022-02-19,Bielefeld vs Union Berlin,H,3.29,False,8.9,0.3,1.4,1.2,-1,0.4,0.2
2022-02-21/2022-02-27,2022-02-26,Crystal Palace vs Burnley,D,3.44,True,12.5,0.28,1.2,1.0,-3,0.4,0.4
2022-02-21/2022-02-27,2022-02-23,Watford vs Crystal Palace,A,3.24,False,11.0,0.3,0.2,0.6,1,0.2,0.4
2022-02-21/2022-02-27,2022-02-26,Brighton vs Aston Villa,A,3.42,False,10.4,0.29,0.8,1.2,0,0.4,0.2
2022-02-21/2022-02-27,2022-02-27,Sociedad vs Osasuna,H,3.27,False,9.9,0.3,0.6,1.0,1,0.3,0.3
2022-02-28/2022-03-06,2022-03-04,Bielefeld vs Augsburg,A,3.22,False,11.7,0.3,0.8,1.4,3,0.3,0.4
2022-02-28/2022-03-06,2022-03-05,Udinese vs Sampdoria,H,3.48,False,10.2,0.28,0.8,1.2,0,0.4,0.2
2022-02-28/2022-03-06,2022-03-06,Bologna vs Torino,D,3.12,True,9.5,0.31,0.8,0.8,3,0.2,0.3
2022-02-28/2022-03-06,2022-03-06,Napoli vs Milan,A,3.33,False,8.8,0.29,2.0,1.2,2,0.3,0.3
2022-02-28/2022-03-06,2022-03-05,Cagliari vs Lazio,A,3.44,False,8.5,0.28,1.4,1.6,1,0.3,0.3
2022-02-28/2022-03-06,2022-03-05,Wolfsburg vs Union Berlin,H,3.29,False,6.0,0.3,1.8,1.0,1,0.2,0.2
2022-03-07/2022-03-13,2022-03-13,Udinese vs Roma,D,3.42,True,12.6,0.29,1.2,1.2,-1,0.4,0.4
2022-03-07/2022-03-13,2022-03-12,Getafe vs Valencia,D,3.1,True,8.7,0.32,1.8,1.2,-2,0.3,0.2
2022-03-07/2022-03-13,2022-03-13,West Ham vs Aston Villa,H,3.3,False,5.9,0.3,1.0,1.8,-1,0.2,0.2
2022-03-14/2022-03-20,2022-03-18,Genoa vs Torino,H,3.24,False,21.9,0.3,0.4,0.8,2,0.8,0.4
2022-03-14/2022-03-20,2022-03-20,Sevilla vs Sociedad,D,3.21,True,18.2,0.3,1.2,1.0,0,0.6,0.3
2022-03-14/2022-03-20,2022-03-20,Roma vs Lazio,H,3.47,False,9.9,0.28,1.4,1.8,-1,0.4,0.3
2022-03-14/2022-03-20,2022-03-19,Elche vs Valencia,A,3.18,False,9.3,0.31,0.8,1.2,-1,0.2,0.3
2022-03-28/2022-04-03,2022-04-03,Valencia vs Cadiz,D,3.36,True,11.2,0.29,1.2,1.0,2,0.3,0.4
2022-03-28/2022-04-03,2022-04-03,Atalanta vs Napoli,A,3.4,False,8.6,0.29,1.0,1.4,-3,0.4,0.2
2022-03-28/2022-04-03,2022-04-03,Augsburg vs Wolfsburg,H,3.31,False,8.1,0.3,1.4,1.2,0,0.3,0.2
2022-03-28/2022-04-03,2022-04-03,Granada vs Vallecano,D,3.15,True,7.5,0.31,1.0,0.4,3,0.2,0.2
2022-04-04/2022-04-10,2022-04-10,Espanol vs Celta,H,3.14,False,15.1,0.31,1.0,1.0,3,0.4,0.4
2022-04-04/2022-04-10,2022-04-04,Verona vs Genoa,H,3.45,False,14.2,0.28,1.6,0.4,-1,0.3,0.7
2022-04-04/2022-04-10,2022-04-10,Leicester vs Crystal Palace,H,3.48,False,11.2,0.28,1.2,2.0,-1,0.3,0.5
2022-04-04/2022-04-10,2022-04-10,Ein Frankfurt vs Freiburg,A,3.34,False,9.7,0.29,1.2,1.6,0,0.3,0.3
2022-04-04/2022-04-10,2022-04-10,Norwich vs Burnley,H,3.18,False,7.4,0.31,0.6,0.6,-2,0.2,0.2
2022-04-04/2022-04-10,2022-04-09,FC Koln vs Mainz,H,3.37,False,7.3,0.29,0.6,1.4,1,0.3,0.2
2022-04-04/2022-04-10,2022-04-06,Augsburg vs Mainz,H,3.36,False,6.4,0.29,1.6,1.8,0,0.2,0.2
2022-04-11/2022-04-17,2022-04-16,Getafe vs Villarreal,A,3.13,False,13.2,0.31,0.4,0.4,1,0.5,0.2
2022-04-11/2022-04-17,2022-04-16,Alaves vs Vallecano,H,3.21,False,9.2,0.3,0.6,0.8,-2,0.2,0.3
2022-04-18/2022-04-24,2022-04-24,Genoa vs Cagliari,H,3.22,False,14.7,0.3,0.4,0.6,1,0.6,0.2
2022-04-18/2022-04-24,2022-04-20,Celta vs Getafe,A,3.12,False,13.3,0.31,0.6,0.6,-1,0.3,0.4
2022-04-18/2022-04-24,2022-04-21,Cadiz vs Ath Bilbao,A,3.13,False,11.4,0.31,0.8,0.8,2,0.4,0.2
2022-04-18/2022-04-24,2022-04-21,Burnley vs Southampton,H,3.48,False,6.8,0.28,0.8,0.8,0,0.2,0.2
2022-04-25/2022-05-01,2022-04-30,Southampton vs Crystal Palace,A,3.35,False,10.6,0.29,0.8,0.8,0,0.2,0.4
2022-04-25/2022-05-01,2022-05-01,Vallecano vs Sociedad,D,3.27,True,9.0,0.3,1.0,0.6,0,0.3,0.2
2022-04-25/2022-05-01,2022-05-01,Granada vs Celta,D,3.31,True,8.9,0.3,1.6,0.6,1,0.3,0.3
2022-05-02/2022-05-08,2022-05-08,Getafe vs Vallecano,D,3.04,True,19.1,0.32,0.8,0.8,-1,0.5,0.4
2022-05-02/2022-05-08,2022-05-02,Getafe vs Betis,D,3.17,True,11.2,0.31,1.0,1.2,-1,0.4,0.2
2022-05-02/2022-05-08,2022-05-07,Celta vs Alaves,H,3.47,False,7.7,0.28,0.8,1.0,-2,0.3,0.2
2022-05-09/2022-05-15,2022-05-11,Osasuna vs Getafe,D,2.98,True,15.2,0.33,1.2,0.6,3,0.2,0.5
2022-05-09/2022-05-15,2022-05-10,Valencia vs Betis,A,3.46,False,12.5,0.28,0.6,0.6,-2,0.5,0.3
2022-05-09/2022-05-15,2022-05-14,Verona vs Torino,A,3.44,False,11.3,0.28,1.2,2.0,-1,0.3,0.5
2022-05-09/2022-05-15,2022-05-14,Espanol vs Valencia,D,3.33,True,11.2,0.29,0.6,0.4,-1,0.2,0.5
2022-05-09/2022-05-15,2022-05-10,Granada vs Ath Bilbao,H,3.42,False,10.0,0.29,2.0,1.2,-3,0.4,0.3
2022-05-09/2022-05-15,2022-05-09,Fiorentina vs Roma,H,3.45,False,9.4,0.28,1.0,1.0,-2,0.2,0.4
2022-05-16/2022-05-22,2022-05-22,Sevilla vs Ath Bilbao,H,3.32,False,13.2,0.29,1.2,1.4,-3,0.6,0.3
2022-05-16/2022-05-22,2022-05-19,Everton vs Crystal Palace,H,3.46,False,9.3,0.28,1.0,0.8,-1,0.2,0.4
2022-05-16/2022-05-22,2022-05-22,Sociedad vs Ath Madrid,A,3.31,False,7.3,0.29,1.4,0.8,-1,0.3,0.2
2022-08-01/2022-08-07,2022-08-06,Leeds vs Wolves,H,3.33,False,8.1,0.29,0.8,1.0,2,0.3,0.2
2022-08-08/2022-08-14,2022-08-13,Wolves vs Fulham,D,3.24,True,19.9,0.3,1.2,2.0,1,0.2,1.0
2022-08-08/2022-08-14,2022-08-14,Cadiz vs Sociedad,A,3.29,False,8.9,0.3,1.2,1.6,1,0.3,0.3
2022-08-08/2022-08-14,2022-08-14,Mainz vs Union Berlin,D,3.23,True,8.3,0.3,1.8,2.6,-3,0.3,0.2
2022-08-15/2022-08-21,2022-08-19,Espanol vs Vallecano,A,3.04,False,17.0,0.32,1.0,0.8,2,0.4,0.4
2022-08-15/2022-08-21,2022-08-20,Crystal Palace vs Aston Villa,H,3.19,False,12.3,0.31,1.0,1.2,0,0.3,0.3
2022-08-15/2022-08-21,2022-08-21,Bologna vs Verona,D,3.48,True,10.8,0.28,1.2,1.6,0,0.4,0.3
2022-08-15/2022-08-21,2022-08-20,Osasuna vs Cadiz,H,3.27,False,9.9,0.3,0.8,1.0,-2,0.3,0.3
2022-08-15/2022-08-21,2022-08-20,Mallorca vs Betis,A,3.35,False,7.3,0.29,1.2,1.8,-2,0.2,0.3
2022-08-22/2022-08-28,2022-08-28,Salernitana vs Sampdoria,H,3.21,False,11.1,0.31,0.4,0.8,-1,0.4,0.2
2022-08-22/2022-08-28,2022-08-28,Aston Villa vs West Ham,A,3.41,False,7.9,0.29,1.2,0.6,3,0.3,0.2
2022-08-22/2022-08-28,2022-08-27,Brentford vs Everton,D,3.49,True,5.6,0.28,2.4,1.2,3,0.2,0.2
2022-08-29/2022-09-04,2022-09-04,Osasuna vs Vallecano,H,3.09,False,11.5,0.32,0.8,1.0,2,0.3,0.3
2022-08-29/2022-09-04,2022-09-03,Fiorentina vs Juventus,D,3.27,True,10.9,0.3,1.0,1.2,0,0.2,0.4
2022-08-29/2022-09-04,2022-08-29,Cadiz vs Ath Bilbao,A,3.15,False,9.4,0.31,0.4,0.6,-3,0.2,0.3
2022-08-29/2022-09-04,2022-08-29,Valencia vs Ath Madrid,A,3.37,False,8.7,0.29,0.8,1.6,-3,0.4,0.2
2022-08-29/2022-09-04,2022-09-03,Newcastle vs Crystal Palace,D,3.44,True,8.5,0.28,1.4,1.4,1,0.3,0.3
2022-08-29/2022-09-04,2022-08-30,Crystal Palace vs Brentford,D,3.47,True,8.4,0.28,1.4,2.0,2,0.3,0.3
2022-08-29/2022-09-04,2022-09-03,Sociedad vs Ath Madrid,D,3.22,True,6.7,0.3,1.2,1.4,-1,0.2,0.2
2022-09-05/2022-09-11,2022-09-10,Espanol vs Sevilla,A,3.27,False,14.8,0.3,0.8,0.8,1,0.4,0.5
2022-09-05/2022-09-11,2022-09-05,Salernitana vs Empoli,D,3.47,True,14.0,0.28,1.0,0.6,-1,0.5,0.4
2022-09-05/2022-09-11,2022-09-05,Valladolid vs Almeria,H,3.32,False,11.9,0.29,0.6,1.33,-3,0.4,0.33
2022-09-05/2022-09-11,2022-09-11,Bologna vs Fiorentina,H,3.37,False,11.2,0.29,1.0,0.8,-3,0.4,0.3
2022-09-05/2022-09-11,2022-09-09,Girona vs Valladolid,H,3.23,False,11.1,0.3,1.0,0.6,0,0.25,0.3
2022-09-12/2022-09-18,2022-09-18,Everton vs West Ham,H,3.39,False,12.2,0.29,0.8,0.6,0,0.5,0.2
2022-09-12/2022-09-18,2022-09-17,Valencia vs Celta,H,3.22,False,8.4,0.3,1.4,1.6,-1,0.3,0.2
2022-09-12/2022-09-18,2022-09-17,Mallorca vs Almeria,H,3.33,False,8.1,0.29,1.0,0.8,1,0.3,0.2
2022-09-12/2022-09-18,2022-09-17,Spezia vs Sampdoria,H,3.24,False,8.0,0.3,0.8,0.6,0,0.2,0.2
2022-09-26/2022-10-02,2022-10-01,Sevilla vs Ath Madrid,A,3.25,False,11.6,0.3,1.2,1.4,-2,0.5,0.2
2022-09-26/2022-10-02,2022-10-01,West Ham vs Wolves,H,3.42,False,9.4,0.29,0.6,0.4,-1,0.2,0.4
2022-09-26/2022-10-02,2022-10-01,Bournemouth vs Brentford,D,3.49,True,9.0,0.28,0.8,1.8,0,0.29,0.3
2022-09-26/2022-10-02,2022-10-02,Espanol vs Valencia,D,3.29,True,8.9,0.3,1.0,1.8,-3,0.4,0.2
2022-09-26/2022-10-02,2022-10-02,Leeds vs Aston Villa,D,3.44,True,8.5,0.28,1.6,0.8,1,0.3,0.3
2022-10-03/2022-10-09,2022-10-09,Salernitana vs Verona,H,3.47,False,12.4,0.28,1.2,0.8,-1,0.5,0.3
2022-10-03/2022-10-09,2022-10-09,Cadiz vs Espanol,D,3.12,True,11.4,0.31,0.2,1.4,0,0.2,0.4
2022-10-03/2022-10-09,2022-10-08,Milan vs Juventus,H,3.46,False,9.9,0.28,1.8,1.6,2,0.2,0.5
2022-10-03/2022-10-09,2022-10-08,Brighton vs Tottenham,A,3.45,False,7.8,0.28,2.4,2.4,0,0.3,0.2
2022-10-03/2022-10-09,2022-10-07,Osasuna vs Valencia,A,3.27,False,6.6,0.3,0.8,2.2,0,0.2,0.2
2022-10-10/2022-10-16,2022-10-15,Mallorca vs Sevilla,A,3.14,False,14.5,0.31,0.8,1.0,0,0.3,0.4
2022-10-10/2022-10-16,2022-10-15,Torino vs Juventus,A,3.19,False,11.1,0.31,0.6,1.2,-1,0.2,0.4
2022-10-10/2022-10-16,2022-10-16,Espanol vs Valladolid,H,3.36,False,10.2,0.29,1.6,1.0,-2,0.5,0.2
2022-10-10/2022-10-16,2022-10-16,Spezia vs Cremonese,D,3.14,True,10.1,0.31,0.8,0.6,1,0.2,0.33
2022-10-10/2022-10-16,2022-10-15,Ath Bilbao vs Ath Madrid,A,3.31,False,6.5,0.3,2.4,2.0,0,0.2,0.2
2022-10-17/2022-10-23,2022-10-22,Everton vs Crystal Palace,H,3.19,False,14.8,0.31,0.8,1.0,-2,0.4,0.4
2022-10-17/2022-10-23,2022-10-23,Bologna vs Lecce,H,3.26,False,14.8,0.3,1.0,1.2,-2,0.4,0.5
2022-10-17/2022-10-23,2022-10-18,Crystal Palace vs Wolves,H,3.21,False,14.2,0.3,0.8,0.4,0,0.4,0.3
2022-10-17/2022-10-23,2022-10-23,Aston Villa vs Brentford,H,3.46,False,12.0,0.28,0.4,0.6,0,0.3,0.4
2022-10-17/2022-10-23,2022-10-17,Lecce vs Fiorentina,D,3.37,True,11.9,0.29,1.0,0.8,1,0.44,0.3
2022-10-17/2022-10-23,2022-10-20,Fulham vs Aston Villa,H,3.47,False,8.5,0.28,1.6,0.6,-2,0.3,0.3
2022-10-17/2022-10-23,2022-10-18,Sevilla vs Valencia,D,3.43,True,7.8,0.29,1.2,2.0,0,0.3,0.2
2022-10-17/2022-10-23,2022-10-18,Getafe vs Ath Bilbao,D,3.39,True,5.8,0.29,1.2,2.4,-3,0.2,0.2
2022-10-17/2022-10-23,2022-10-23,Betis vs Ath Madrid,A,3.42,False,5.7,0.29,1.0,1.4,-2,0.2,0.2
2022-10-24/2022-10-30,2022-10-24,Cremonese vs Sampdoria,A,3.37,False,11.2,0.29,1.0,0.6,2,0.4,0.3
2022-10-24/2022-10-30,2022-10-28,Mallorca vs Espanol,D,3.09,True,8.7,0.32,0.6,1.4,-2,0.2,0.3
2022-10-24/2022-10-30,2022-10-29,Sevilla vs Vallecano,A,3.46,False,8.5,0.28,0.8,1.8,-3,0.4,0.2
2022-10-24/2022-10-30,2022-10-30,Ath Bilbao vs Villarreal,H,3.49,False,7.0,0.28,1.4,0.8,-2,0.2,0.3
2022-10-31/2022-11-06,2022-10-31,Elche vs Getafe,A,3.08,False,16.9,0.32,1.2,1.0,0,0.4,0.4
2022-10-31/2022-11-06,2022-11-05,Getafe vs Cadiz,D,3.1,True,15.3,0.32,0.8,1.4,0,0.4,0.4
2022-10-31/2022-11-06,2022-11-05,Nott'm Forest vs Brentford,D,3.43,True,12.1,0.29,0.4,0.8,0,0.2,0.5
2022-10-31/2022-11-06,2022-11-05,Empoli vs Sassuolo,H,3.46,False,9.9,0.28,0.6,1.8,-2,0.4,0.3
2022-10-31/2022-11-06,2022-11-05,Wolves vs Brighton,A,3.33,False,8.9,0.29,0.6,1.0,0,0.3,0.2
2022-10-31/2022-11-06,2022-11-06,Betis vs Sevilla,D,3.33,True,8.1,0.29,1.2,0.8,3,0.2,0.3
2022-11-07/2022-11-13,2022-11-11,Empoli vs Cremonese,H,3.41,False,14.2,0.29,0.4,0.8,2,0.2,0.7
2022-11-07/2022-11-13,2022-11-09,Espanol vs Villarreal,A,3.36,False,12.3,0.29,1.0,0.8,0,0.5,0.2
2022-11-07/2022-11-13,2022-11-09,Sevilla vs Sociedad,A,3.25,False,10.9,0.3,0.8,0.8,-2,0.4,0.2
2022-11-07/2022-11-13,2022-11-12,Bournemouth vs Everton,H,3.32,False,10.3,0.29,1.4,0.6,-3,0.4,0.3
2022-11-07/2022-11-13,2022-11-09,Mallorca vs Ath Madrid,H,3.23,False,10.0,0.3,1.0,1.4,-1,0.3,0.3
2022-11-07/2022-11-13,2022-11-13,Freiburg vs Union Berlin,H,3.32,False,7.4,0.29,1.4,1.4,2,0.3,0.2
2022-12-26/2023-01-01,2022-12-30,Celta vs Sevilla,D,3.43,True,10.4,0.29,0.8,0.8,0,0.2,0.4
2022-12-26/2023-01-01,2022-12-31,Villarreal vs Valencia,H,3.4,False,9.5,0.29,0.6,1.2,1,0.2,0.4
2022-12-26/2023-01-01,2022-12-29,Girona vs Vallecano,D,3.37,True,8.7,0.29,1.6,2.0,-3,0.3,0.3
2022-12-26/2023-01-01,2022-12-31,Bournemouth vs Crystal Palace,A,3.32,False,7.4,0.29,1.6,0.6,-3,0.3,0.2
2022-12-26/2023-01-01,2022-12-29,Betis vs Ath Bilbao,D,3.47,True,7.0,0.28,0.8,1.4,-2,0.3,0.2
2023-01-02/2023-01-08,2023-01-06,Elche vs Celta,A,3.31,False,9.8,0.3,0.8,0.8,-2,0.3,0.3
2023-01-09/2023-01-15,2023-01-15,Getafe vs Espanol,A,3.02,False,23.5,0.32,0.8,1.0,3,0.4,0.7
2023-01-09/2023-01-15,2023-01-14,Osasuna vs Mallorca,H,3.1,False,9.5,0.32,1.0,1.0,-3,0.3,0.2
2023-01-09/2023-01-15,2023-01-14,Wolves vs West Ham,H,3.29,False,6.5,0.3,1.0,0.8,3,0.2,0.2
2023-01-09/2023-01-15,2023-01-14,Everton vs Southampton,A,3.48,False,6.2,0.28,0.6,0.8,1,0.2,0.2
2023-01-16/2023-01-22,2023-01-21,Espanol vs Betis,H,3.16,False,18.7,0.31,1.2,1.0,-2,0.6,0.4
2023-01-16/2023-01-22,2023-01-20,Mallorca vs Celta,H,2.79,False,13.9,0.35,0.8,0.8,3,0.2,0.4
2023-01-16/2023-01-22,2023-01-21,Fiorentina vs Torino,A,3.4,False,9.5,0.29,1.2,1.0,1,0.2,0.4
2023-01-16/2023-01-22,2023-01-21,Wolfsburg vs Freiburg,H,3.49,False,8.4,0.28,2.6,2.2,1,0.3,0.3
2023-01-23/2023-01-29,2023-01-28,Getafe vs Betis,A,2.88,False,17.9,0.34,0.8,0.6,-2,0.4,0.4
2023-01-23/2023-01-29,2023-01-27,Almeria vs Espanol,H,3.22,False,14.7,0.3,1.0,1.2,-2,0.3,0.5
2023-01-23/2023-01-29,2023-01-29,Celta vs Ath Bilbao,H,3.09,False,13.4,0.32,0.6,0.8,1,0.4,0.3
2023-01-23/2023-01-29,2023-01-29,Osasuna vs Ath Madrid,A,3.24,False,11.0,0.3,0.6,1.2,-2,0.3,0.3
2023-01-23/2023-01-29,2023-01-24,Lazio vs Milan,H,3.37,False,7.1,0.28,1.2,1.6,-2,0.2,0.3
2023-01-23/2023-01-29,2023-01-29,Lazio vs Fiorentina,D,3.37,True,5.8,0.29,1.8,0.8,3,0.2,0.2
2023-01-30/2023-02-05,2023-02-05,Torino vs Udinese,H,3.14,False,17.0,0.31,1.0,0.8,1,0.4,0.5
2023-01-30/2023-02-05,2023-02-04,Espanol vs Osasuna,D,3.07,True,14.0,0.32,1.4,0.4,3,0.5,0.3
2023-01-30/2023-02-05,2023-02-04,Betis vs Celta,A,3.18,False,13.0,0.31,0.8,0.8,-1,0.3,0.4
2023-02-06/2023-02-12,2023-02-10,Cadiz vs Girona,H,3.2,False,14.3,0.31,1.0,1.0,0,0.3,0.4
2023-02-06/2023-02-12,2023-02-12,Celta vs Ath Madrid,A,3.25,False,11.6,0.3,1.4,1.2,2,0.4,0.3
2023-02-06/2023-02-12,2023-02-11,West Ham vs Chelsea,D,3.37,True,8.8,0.29,1.0,0.4,0,0.2,0.3
2023-02-06/2023-02-12,2023-02-11,Almeria vs Betis,A,3.38,False,7.2,0.29,1.2,1.4,-1,0.3,0.2
2023-02-06/2023-02-12,2023-02-11,Lazio vs Atalanta,A,3.49,False,7.0,0.28,2.0,3.0,-1,0.3,0.2
2023-02-06/2023-02-12,2023-02-11,Valencia vs Ath Bilbao,A,3.28,False,6.6,0.3,0.4,1.0,-3,0.2,0.2
2023-02-13/2023-02-19,2023-02-13,Espanol vs Sociedad,A,3.12,False,13.8,0.31,1.4,1.4,-2,0.6,0.2
2023-02-13/2023-02-19,2023-02-19,Elche vs Espanol,A,3.19,False,11.8,0.31,1.0,1.4,-2,0.2,0.5
2023-02-13/2023-02-19,2023-02-18,Everton vs Leeds,H,3.36,False,9.6,0.29,0.6,0.6,1,0.2,0.4
2023-02-13/2023-02-19,2023-02-19,Vallecano vs Sevilla,D,3.22,True,8.4,0.3,1.0,1.4,1,0.3,0.2
2023-02-20/2023-02-26,2023-02-25,Cadiz vs Vallecano,H,2.98,False,15.2,0.33,1.0,1.0,-2,0.3,0.4
2023-02-20/2023-02-26,2023-02-20,Getafe vs Valencia,H,2.94,False,11.0,0.33,0.6,0.6,1,0.3,0.2
2023-02-20/2023-02-26,2023-02-25,Lecce vs Sassuolo,A,3.08,False,10.3,0.31,1.2,1.8,-1,0.3,0.3
2023-02-20/2023-02-26,2023-02-25,Schalke 04 vs Stuttgart,H,3.46,False,9.3,0.28,0.2,1.4,0,0.4,0.2
2023-02-20/2023-02-26,2023-02-26,Milan vs Atalanta,H,3.3,False,7.3,0.29,0.8,1.6,-1,0.3,0.2
2023-02-27/2023-03-05,2023-03-05,Spezia vs Verona,D,3.11,True,13.3,0.31,0.8,0.6,-3,0.4,0.3
2023-02-27/2023-03-05,2023-03-05,Vallecano vs Ath Bilbao,D,3.08,True,10.4,0.32,1.0,1.6,2,0.4,0.2
2023-03-06/2023-03-12,2023-03-11,Empoli vs Udinese,A,3.28,False,16.3,0.3,0.8,1.0,-1,0.5,0.5
2023-03-06/2023-03-12,2023-03-12,Verona vs Monza,D,3.11,True,15.1,0.31,0.4,1.0,-2,0.4,0.4
2023-03-06/2023-03-12,2023-03-12,Lecce vs Torino,A,3.06,False,14.8,0.32,1.0,1.2,0,0.3,0.4
2023-03-06/2023-03-12,2023-03-11,Celta vs Vallecano,H,3.2,False,13.4,0.3,1.6,0.8,2,0.4,0.4
2023-03-06/2023-03-12,2023-03-10,Cadiz vs Getafe,D,2.87,True,10.2,0.34,0.8,1.4,-1,0.3,0.2
2023-03-06/2023-03-12,2023-03-12,Wolfsburg vs Union Berlin,D,3.22,True,9.1,0.3,1.2,0.8,-3,0.2,0.3
2023-03-13/2023-03-19,2023-03-19,Union Berlin vs Ein Frankfurt,H,3.22,False,14.6,0.3,0.6,1.2,1,0.3,0.5
2023-03-13/2023-03-19,2023-03-19,Sampdoria vs Verona,H,3.17,False,13.0,0.31,0.6,0.4,-3,0.3,0.4
2023-03-13/2023-03-19,2023-03-18,Wolves vs Leeds,A,3.25,False,10.9,0.3,0.6,0.6,0,0.2,0.4
2023-03-13/2023-03-19,2023-03-19,Osasuna vs Villarreal,A,3.25,False,10.5,0.3,0.6,1.4,-2,0.5,0.2
2023-03-13/2023-03-19,2023-03-19,Lazio vs Roma,H,3.1,False,10.4,0.31,0.8,1.4,3,0.4,0.2
2023-03-13/2023-03-19,2023-03-18,Stuttgart vs Wolfsburg,A,3.47,False,8.4,0.28,1.4,1.0,-2,0.3,0.3
2023-03-13/2023-03-19,2023-03-18,Espanol vs Celta,A,3.24,False,8.3,0.3,1.4,1.4,-2,0.2,0.3
2023-03-13/2023-03-19,2023-03-18,Salernitana vs Bologna,D,3.31,True,8.1,0.29,0.8,0.6,-2,0.3,0.2
2023-03-13/2023-03-19,2023-03-13,Girona vs Ath Madrid,A,3.4,False,7.2,0.29,2.4,2.0,-2,0.2,0.3
2023-03-27/2023-04-02,2023-04-01,Crystal Palace vs Leicester,H,3.28,False,12.6,0.3,0.2,0.4,0,0.5,0.2
2023-03-27/2023-04-02,2023-04-02,Bologna vs Udinese,H,3.41,False,11.0,0.29,1.0,1.4,0,0.3,0.4
2023-03-27/2023-04-02,2023-04-01,Union Berlin vs Stuttgart,H,3.28,False,9.8,0.3,0.6,1.2,2,0.3,0.3
2023-03-27/2023-04-02,2023-04-02,Spezia vs Salernitana,D,3.4,True,9.4,0.29,0.8,1.2,-1,0.3,0.3
2023-03-27/2023-04-02,2023-04-01,Bournemouth vs Fulham,H,3.44,False,6.2,0.28,1.0,1.2,-1,0.2,0.2
2023-04-03/2023-04-09,2023-04-05,West Ham vs Newcastle,A,3.46,False,12.4,0.28,1.2,1.2,-2,0.4,0.4
2023-04-03/2023-04-09,2023-04-08,Sociedad vs Getafe,H,3.43,False,11.3,0.28,0.6,1.6,-3,0.4,0.4
2023-04-03/2023-04-09,2023-04-08,Sampdoria vs Cremonese,A,3.34,False,10.6,0.29,1.0,1.2,0,0.3,0.3
2023-04-03/2023-04-09,2023-04-03,Empoli vs Lecce,H,3.12,False,9.4,0.31,0.6,0.4,-2,0.3,0.2
2023-04-03/2023-04-09,2023-04-09,Valladolid vs Mallorca,D,2.83,True,9.1,0.34,0.8,0.4,2,0.2,0.2
2023-04-03/2023-04-09,2023-04-08,Fulham vs West Ham,A,3.33,False,7.3,0.29,1.0,1.4,-3,0.2,0.3
